,date,0
0,2017-01-18,1
1,2017-01-19,0
2,2017-01-20,1
3,2017-01-23,0
4,2017-01-24,0
5,2017-01-25,0
6,2017-01-26,0
7,2017-02-03,0
8,2017-02-06,1
9,2017-02-07,1
10,2017-02-08,0
11,2017-02-09,1
12,2017-02-10,1
13,2017-02-13,1
14,2017-02-14,1
15,2017-02-15,1
16,2017-02-16,0
17,2017-02-17,1
18,2017-02-20,0
19,2017-02-21,1
20,2017-02-22,1
21,2017-02-23,1
22,2017-02-24,1
23,2017-02-27,0
24,2017-02-28,0
25,2017-03-01,1
26,2017-03-02,0
27,2017-03-03,1
28,2017-03-06,1
29,2017-03-07,1
30,2017-03-08,0
31,2017-03-09,1
32,2017-03-10,0
33,2017-03-13,1
34,2017-03-14,1
35,2017-03-15,0
36,2017-03-16,0
37,2017-03-17,1
38,2017-03-20,1
39,2017-03-21,0
40,2017-03-22,0
41,2017-03-23,0
42,2017-03-24,1
43,2017-03-27,1
44,2017-03-28,1
45,2017-03-29,1
46,2017-03-30,0
47,2017-03-31,1
48,2017-04-05,1
49,2017-04-06,0
50,2017-04-07,1
51,2017-04-10,1
52,2017-04-11,0
53,2017-04-12,0
54,2017-04-13,0
55,2017-04-14,0
56,2017-04-17,1
57,2017-04-18,1
58,2017-04-19,1
59,2017-04-20,1
60,2017-04-21,0
61,2017-04-24,1
62,2017-04-25,0
63,2017-04-26,1
64,2017-04-27,0
65,2017-04-28,0
66,2017-05-02,1
67,2017-05-03,0
68,2017-05-04,0
69,2017-05-05,1
70,2017-05-08,1
71,2017-05-09,1
72,2017-05-10,1
73,2017-05-11,0
74,2017-05-12,0
75,2017-05-15,0
76,2017-05-16,0
77,2017-05-17,1
78,2017-05-18,0
79,2017-05-19,1
80,2017-05-22,1
81,2017-05-23,1
82,2017-05-24,1
83,2017-05-25,0
84,2017-05-26,0
85,2017-05-31,0
86,2017-06-01,0
87,2017-06-02,0
88,2017-06-05,1
89,2017-06-06,1
90,2017-06-07,1
91,2017-06-08,1
92,2017-06-09,0
93,2017-06-12,1
94,2017-06-13,0
95,2017-06-14,1
96,2017-06-15,1
97,2017-06-16,1
98,2017-06-19,1
99,2017-06-20,0
100,2017-06-21,1
101,2017-06-22,0
102,2017-06-23,1
103,2017-06-26,0
104,2017-06-27,1
105,2017-06-28,0
106,2017-06-29,1
107,2017-06-30,0
108,2017-07-03,1
109,2017-07-04,1
110,2017-07-05,1
111,2017-07-06,0
112,2017-07-07,1
113,2017-07-10,1
114,2017-07-11,1
115,2017-07-12,0
116,2017-07-13,1
117,2017-07-14,1
118,2017-07-17,1
119,2017-07-18,0
120,2017-07-19,0
121,2017-07-20,0
122,2017-07-21,1
123,2017-07-24,1
124,2017-07-25,0
125,2017-07-26,1
126,2017-07-27,1
127,2017-07-28,1
128,2017-07-31,0
129,2017-08-01,1
130,2017-08-02,0
131,2017-08-03,1
132,2017-08-04,1
133,2017-08-07,1
134,2017-08-08,1
135,2017-08-09,1
136,2017-08-10,0
137,2017-08-11,0
138,2017-08-14,0
139,2017-08-15,1
140,2017-08-16,1
141,2017-08-17,0
142,2017-08-18,0
143,2017-08-21,0
144,2017-08-22,1
145,2017-08-23,1
146,2017-08-24,0
147,2017-08-25,1
148,2017-08-28,0
149,2017-08-29,1
150,2017-08-30,1
151,2017-08-31,0
152,2017-09-01,1
153,2017-09-04,1
154,2017-09-05,1
155,2017-09-06,0
156,2017-09-07,0
157,2017-09-08,1
158,2017-09-11,1
159,2017-09-12,1
160,2017-09-13,0
161,2017-09-14,0
162,2017-09-15,0
163,2017-09-18,1
164,2017-09-19,1
165,2017-09-20,1
166,2017-09-21,0
167,2017-09-22,0
168,2017-09-25,1
169,2017-09-26,0
170,2017-09-27,1
171,2017-09-28,0
172,2017-09-29,0
173,2017-10-09,0
174,2017-10-10,1
175,2017-10-11,1
176,2017-10-12,0
177,2017-10-13,1
178,2017-10-16,1
179,2017-10-17,1
180,2017-10-18,1
181,2017-10-19,0
182,2017-10-20,1
183,2017-10-23,0
184,2017-10-24,0
185,2017-10-25,1
186,2017-10-26,0
187,2017-10-27,1
188,2017-10-30,1
189,2017-10-31,1
190,2017-11-01,1
191,2017-11-02,1
192,2017-11-03,1
193,2017-11-06,0
194,2017-11-07,1
195,2017-11-08,1
196,2017-11-09,0
197,2017-11-10,0
198,2017-11-13,1
199,2017-11-14,1
200,2017-11-15,1
201,2017-11-16,1
202,2017-11-17,1
203,2017-11-20,1
204,2017-11-21,0
205,2017-11-22,0
206,2017-11-23,0
207,2017-11-24,0
208,2017-11-27,1
209,2017-11-28,1
210,2017-11-29,1
211,2017-11-30,0
212,2017-12-01,1
213,2017-12-04,0
214,2017-12-05,1
215,2017-12-06,1
216,2017-12-07,0
217,2017-12-08,0
218,2017-12-11,0
219,2017-12-12,0
220,2017-12-13,0
221,2017-12-14,0
222,2017-12-15,1
223,2017-12-18,1
224,2017-12-19,0
225,2017-12-20,1
226,2017-12-21,0
227,2017-12-22,0
228,2017-12-25,1
229,2017-12-26,1
230,2017-12-27,0
231,2017-12-28,1
232,2017-12-29,0
233,2018-01-02,0
234,2018-01-03,1
235,2018-01-04,1
236,2018-01-05,1
237,2018-01-08,1
238,2018-01-09,1
239,2018-01-10,1
240,2018-01-11,1
241,2018-01-12,1
242,2018-01-15,1
243,2018-01-16,1
244,2018-01-17,1
245,2018-01-18,0
246,2018-01-19,1
247,2018-01-22,1
248,2018-01-23,1
249,2018-01-24,1
250,2018-01-25,1
251,2018-01-26,1
252,2018-01-29,1
253,2018-01-30,0
254,2018-01-31,1
255,2018-02-01,0
256,2018-02-02,0
257,2018-02-05,0
258,2018-02-06,0
259,2018-02-07,1
260,2018-02-08,1
261,2018-02-09,0
262,2018-02-12,0
263,2018-02-13,0
264,2018-02-14,0
265,2018-02-22,1
266,2018-02-23,1
267,2018-02-26,1
268,2018-02-27,1
269,2018-02-28,1
270,2018-03-01,1
271,2018-03-02,0
272,2018-03-05,0
273,2018-03-06,1
274,2018-03-07,0
275,2018-03-08,1
276,2018-03-09,1
277,2018-03-12,0
278,2018-03-13,1
279,2018-03-14,1
280,2018-03-15,1
281,2018-03-16,0
282,2018-03-19,0
283,2018-03-20,0
284,2018-03-21,0
285,2018-03-22,1
286,2018-03-23,1
287,2018-03-26,0
288,2018-03-27,0
289,2018-03-28,0
290,2018-03-29,0
291,2018-03-30,1
292,2018-04-02,0
293,2018-04-03,1
294,2018-04-04,1
295,2018-04-09,0
296,2018-04-10,1
297,2018-04-11,1
298,2018-04-12,1
299,2018-04-13,0
300,2018-04-16,0
301,2018-04-17,0
302,2018-04-18,0
303,2018-04-19,1
304,2018-04-20,1
305,2018-04-23,0
306,2018-04-24,0
307,2018-04-25,1
308,2018-04-26,0
309,2018-04-27,0
310,2018-05-02,1
311,2018-05-03,0
312,2018-05-04,1
313,2018-05-07,0
314,2018-05-08,1
315,2018-05-09,1
316,2018-05-10,0
317,2018-05-11,1
318,2018-05-14,0
319,2018-05-15,1
320,2018-05-16,1
321,2018-05-17,0
322,2018-05-18,0
323,2018-05-21,1
324,2018-05-22,1
325,2018-05-23,0
326,2018-05-24,0
327,2018-05-25,0
328,2018-05-28,0
329,2018-05-29,0
330,2018-05-30,0
331,2018-05-31,1
332,2018-06-01,0
333,2018-06-04,1
334,2018-06-05,1
335,2018-06-06,0
336,2018-06-07,0
337,2018-06-08,0
338,2018-06-11,0
339,2018-06-12,1
340,2018-06-13,0
341,2018-06-14,0
342,2018-06-15,0
343,2018-06-19,0
344,2018-06-20,1
345,2018-06-21,0
346,2018-06-22,1
347,2018-06-25,0
348,2018-06-26,0
349,2018-06-27,0
350,2018-06-28,0
351,2018-06-29,1
352,2018-07-02,0
353,2018-07-03,0
354,2018-07-04,0
355,2018-07-05,1
356,2018-07-06,1
357,2018-07-09,1
358,2018-07-10,0
359,2018-07-11,1
360,2018-07-12,0
361,2018-07-13,0
362,2018-07-16,0
363,2018-07-17,0
364,2018-07-18,0
365,2018-07-19,1
366,2018-07-20,1
367,2018-07-23,1
368,2018-07-24,0
369,2018-07-25,0
370,2018-07-26,0
371,2018-07-27,0
372,2018-07-30,1
373,2018-07-31,0
374,2018-08-01,0
375,2018-08-02,0
376,2018-08-03,0
377,2018-08-06,1
378,2018-08-07,0
379,2018-08-08,1
380,2018-08-09,0
381,2018-08-10,0
382,2018-08-13,0
383,2018-08-14,0
384,2018-08-15,0
385,2018-08-16,0
386,2018-08-17,1
387,2018-08-20,1
388,2018-08-21,0
389,2018-08-22,1
390,2018-08-23,1
391,2018-08-24,1
392,2018-08-27,0
393,2018-08-28,0
394,2018-08-29,0
395,2018-08-30,0
396,2018-08-31,0
397,2018-09-03,1
398,2018-09-04,0
399,2018-09-05,0
400,2018-09-06,1
401,2018-09-07,0
402,2018-09-10,0
403,2018-09-11,0
404,2018-09-12,1
405,2018-09-13,0
406,2018-09-14,0
407,2018-09-17,1
408,2018-09-18,1
409,2018-09-19,0
410,2018-09-20,1
411,2018-09-21,0
412,2018-09-25,1
413,2018-09-26,0
414,2018-09-27,1
415,2018-09-28,1
416,2018-10-08,0
417,2018-10-09,1
418,2018-10-10,0
419,2018-10-11,0
420,2018-10-12,1
421,2018-10-15,1
422,2018-10-16,1
423,2018-10-17,0
424,2018-10-18,1
425,2018-10-19,0
426,2018-10-22,0
427,2018-10-23,0
428,2018-10-24,1
429,2018-10-25,1
430,2018-10-26,1
431,2018-10-29,1
432,2018-10-30,0
433,2018-10-31,0
434,2018-11-01,0
435,2018-11-02,0
436,2018-11-05,0
437,2018-11-06,1
438,2018-11-07,1
439,2018-11-08,0
440,2018-11-09,1
441,2018-11-12,1
442,2018-11-13,1
443,2018-11-14,0
444,2018-11-15,1
445,2018-11-16,0
446,2018-11-19,0
447,2018-11-20,0
448,2018-11-21,0
449,2018-11-22,1
450,2018-11-23,0
451,2018-11-26,1
452,2018-11-27,1
453,2018-11-28,1
454,2018-11-29,0
455,2018-11-30,0
456,2018-12-03,0
457,2018-12-04,0
458,2018-12-05,1
459,2018-12-06,1
460,2018-12-07,1
461,2018-12-10,0
462,2018-12-11,1
463,2018-12-12,0
464,2018-12-13,0
465,2018-12-14,0
466,2018-12-17,0
467,2018-12-18,1
468,2018-12-19,0
469,2018-12-20,1
470,2018-12-21,0
471,2018-12-24,0
472,2018-12-25,1
473,2018-12-26,1
474,2018-12-27,0
475,2018-12-28,1
476,2019-01-02,0
477,2019-01-03,1
478,2019-01-04,0
479,2019-01-07,1
480,2019-01-08,0
481,2019-01-09,0
482,2019-01-10,1
483,2019-01-11,1
484,2019-01-14,0
485,2019-01-15,1
486,2019-01-16,1
487,2019-01-17,1
488,2019-01-18,0
489,2019-01-21,0
490,2019-01-22,0
491,2019-01-23,1
492,2019-01-24,1
493,2019-01-25,1
494,2019-01-28,1
495,2019-01-29,1
496,2019-01-30,0
497,2019-01-31,0
498,2019-02-01,1
499,2019-02-11,1
500,2019-02-12,1
501,2019-02-13,0
502,2019-02-14,1
503,2019-02-15,1
504,2019-02-18,0
505,2019-02-19,1
506,2019-02-20,0
507,2019-02-21,1
508,2019-02-22,1
509,2019-02-25,1
510,2019-02-26,1
511,2019-02-27,1
512,2019-02-28,0
513,2019-03-01,1
514,2019-03-04,1
515,2019-03-05,0
516,2019-03-06,0
517,2019-03-07,1
518,2019-03-08,1
519,2019-03-11,0
520,2019-03-12,0
521,2019-03-13,1
522,2019-03-14,1
523,2019-03-15,0
524,2019-03-18,0
525,2019-03-19,1
526,2019-03-20,0
527,2019-03-21,1
528,2019-03-22,1
529,2019-03-25,1
530,2019-03-26,1
531,2019-03-27,1
532,2019-03-28,0
533,2019-03-29,0
534,2019-04-01,1
535,2019-04-02,0
536,2019-04-03,0
537,2019-04-04,0
538,2019-04-08,1
539,2019-04-09,1
540,2019-04-10,0
541,2019-04-11,1
542,2019-04-12,1
543,2019-04-15,0
544,2019-04-16,0
545,2019-04-17,0
546,2019-04-18,1
547,2019-04-19,0
548,2019-04-22,1
549,2019-04-23,0
550,2019-04-24,0
551,2019-04-25,1
552,2019-04-26,0
553,2019-04-29,1
554,2019-04-30,1
555,2019-05-06,0
556,2019-05-07,0
557,2019-05-08,1
558,2019-05-09,0
559,2019-05-10,0
560,2019-05-13,0
561,2019-05-14,1
562,2019-05-15,1
563,2019-05-16,1
564,2019-05-17,0
565,2019-05-20,0
566,2019-05-21,0
567,2019-05-22,0
568,2019-05-23,1
569,2019-05-24,1
570,2019-05-27,0
571,2019-05-28,0
572,2019-05-29,0
573,2019-05-30,1
574,2019-05-31,0
575,2019-06-03,1
576,2019-06-04,0
577,2019-06-05,1
578,2019-06-06,0
579,2019-06-10,0
580,2019-06-11,0
581,2019-06-12,1
582,2019-06-13,0
583,2019-06-14,1
584,2019-06-17,1
585,2019-06-18,0
586,2019-06-19,0
587,2019-06-20,1
588,2019-06-21,0
589,2019-06-24,0
590,2019-06-25,1
591,2019-06-26,0
592,2019-06-27,1
593,2019-06-28,0
594,2019-07-01,1
595,2019-07-02,1
596,2019-07-03,0
597,2019-07-04,0
598,2019-07-05,1
599,2019-07-08,0
600,2019-07-09,1
601,2019-07-10,0
602,2019-07-11,0
603,2019-07-12,1
604,2019-07-15,1
605,2019-07-16,0
606,2019-07-17,0
607,2019-07-18,1
608,2019-07-19,0
609,2019-07-22,0
610,2019-07-23,1
611,2019-07-24,1
612,2019-07-25,0
613,2019-07-26,0
614,2019-07-29,0
615,2019-07-30,1
616,2019-07-31,1
617,2019-08-01,1
618,2019-08-02,0
619,2019-08-05,1
620,2019-08-06,0
621,2019-08-07,1
622,2019-08-08,0
623,2019-08-09,1
624,2019-08-12,1
625,2019-08-13,1
626,2019-08-14,0
627,2019-08-15,1
628,2019-08-16,1
629,2019-08-19,0
630,2019-08-20,1
631,2019-08-21,1
632,2019-08-22,0
633,2019-08-23,1
634,2019-08-26,1
635,2019-08-27,1
636,2019-08-28,0
637,2019-08-29,0
638,2019-08-30,1
639,2019-09-02,1
640,2019-09-03,1
641,2019-09-04,1
642,2019-09-05,0
643,2019-09-06,0
644,2019-09-09,1
645,2019-09-10,1
646,2019-09-11,1
647,2019-09-12,1
648,2019-09-16,1
649,2019-09-17,1
650,2019-09-18,1
651,2019-09-19,0
652,2019-09-20,0
653,2019-09-23,1
654,2019-09-24,1
655,2019-09-25,1
656,2019-09-26,0
657,2019-09-27,0
658,2019-09-30,1
659,2019-10-08,1
660,2019-10-09,0
661,2019-10-10,0
662,2019-10-11,1
663,2019-10-14,0
664,2019-10-15,0
665,2019-10-16,1
666,2019-10-17,0
667,2019-10-18,1
668,2019-10-21,1
669,2019-10-22,0
670,2019-10-23,0
671,2019-10-24,1
672,2019-10-25,1
673,2019-10-28,0
674,2019-10-29,0
675,2019-10-30,1
676,2019-10-31,1
677,2019-11-01,1
678,2019-11-04,0
679,2019-11-05,1
680,2019-11-06,1
681,2019-11-07,1
682,2019-11-08,0
683,2019-11-11,1
684,2019-11-12,1
685,2019-11-13,0
686,2019-11-14,0
687,2019-11-15,1
688,2019-11-18,0
689,2019-11-19,1
690,2019-11-20,1
691,2019-11-21,1
692,2019-11-22,1
693,2019-11-25,1
694,2019-11-26,0
695,2019-11-27,0
696,2019-11-28,0
697,2019-11-29,0
698,2019-12-02,0
699,2019-12-03,0
700,2019-12-04,0
701,2019-12-05,1
702,2019-12-06,1
703,2019-12-09,1
704,2019-12-10,1
705,2019-12-11,0
706,2019-12-12,0
